Table Code,State Code,District Code,Area Name,Total/ Rural/ Urban,Age group,Main Workers - Persons,Main Workers - Males,Main Workers - Females,Industrial Category - A - Cultivators - Persons,Industrial Category - A - Cultivators - Males,Industrial Category - A - Cultivators - Females,Industrial Category - A - Agricultural labourers - Persons,Industrial Category - A - Agricultural labourers - Males,Industrial Category - A - Agricultural labourers - Females,"Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Persons","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Males","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Females",Industrial Category - B - Persons,Industrial Category - B - Males,Industrial Category - B - Females,Industrial Category - C - HHI - Persons,Industrial Category - C - HHI - Males,Industrial Category - C - HHI - Females,Industrial Category - C - Non HHI - Persons,Industrial Category - C - Non HHI - Males,Industrial Category - C - Non HHI - Females,Industrial Category - D & E - Persons,Industrial Category - D & E - Males,Industrial Category - D & E - Females,Industrial Category - F - Persons,Industrial Category - F - Males,Industrial Category - F - Females,Industrial Category - G - HHI - Persons,Industrial Category - G - HHI - Males,Industrial Category - G - HHI - Females,Industrial Category - G - Non HHI - Persons,Industrial Category - G - Non HHI - Males,Industrial Category - G - Non HHI - Females,Industrial Category - H - Persons,Industrial Category - H - Males,Industrial Category - H - Females,Industrial Category - I - Persons,Industrial Category - I - Males,Industrial Category - I - Females,Industrial Category - J - HHI - Persons,Industrial Category - J - HHI - Males,Industrial Category - J - HHI - Females,Industrial Category - J - Non HHI - Persons,Industrial Category - J - Non HHI - Males,Industrial Category - J - Non HHI - Females,Industrial Category - K to M - Persons,Industrial Category - K to M - Males,Industrial Category - K to M - Females,Industrial Category - N to O - Persons,Industrial Category - N to O - Males,Industrial Category - N to O - Females,Industrial Category - P to Q - Persons,Industrial Category - P to Q - Males,Industrial Category - P to Q - Females,Industrial Category - R to U - HHI - Persons,Industrial Category - R to U - HHI - Males,Industrial Category - R to U - HHI - Females,Industrial Category - R to U - Non HHI - Persons,Industrial Category - R to U - Non HHI - Males,Industrial Category - R to U - Non HHI - Females
B0104,`33,`626,District - Ramanathapuram,Rural,25-29,47254,30731,16523,16270,9028,7242,12350,6547,5803,4300,3772,528,190,88,102,990,492,498,1164,838,326,38,38,0,1918,1808,110,0,0,0,2990,2856,134,1376,1350,26,822,808,14,6,6,0,182,168,14,210,188,22,486,384,102,1204,440,764,356,154,202,2402,1766,636
B0104,`33,`626,District - Ramanathapuram,Rural,30-34,44751,29467,15284,17016,10299,6717,11967,6508,5459,3684,3344,340,106,68,38,832,352,480,998,716,282,120,112,8,1668,1482,186,6,6,0,2450,2216,234,1200,1182,18,750,702,48,0,0,0,76,76,0,246,214,32,506,410,96,1044,430,614,272,120,152,1810,1230,580
B0104,`33,`626,District - Ramanathapuram,Rural,35-39,46355,28927,17428,17929,10301,7628,12636,6418,6218,3966,3476,490,150,26,124,792,350,442,1100,740,360,80,78,2,1648,1362,286,6,6,0,2466,2256,210,988,980,8,716,654,62,6,6,0,68,62,6,242,218,24,532,418,114,1170,428,742,370,160,210,1490,988,502
B0104,`33,`626,District - Ramanathapuram,Rural,40-49,77773,48905,28868,31860,18653,13207,21251,11302,9949,6488,5744,744,256,130,126,1608,714,894,1786,1282,504,152,140,12,2350,1976,374,6,6,0,3190,2790,400,1218,1188,30,1152,1010,142,12,12,0,104,98,6,364,348,16,1152,988,164,1884,664,1220,542,262,280,2398,1598,800
B0104,`33,`626,District - Ramanathapuram,Rural,50-59,53751,33275,20476,24701,14843,9858,14514,7478,7036,4228,3768,460,148,80,68,934,426,508,970,692,278,98,96,2,1090,896,194,0,0,0,1802,1524,278,634,612,22,688,614,74,0,0,0,44,44,0,184,176,8,616,510,106,1340,460,880,418,212,206,1342,844,498
B0104,`33,`626,District - Ramanathapuram,Rural,60-69,32959,21620,11339,17008,11254,5754,9795,5564,4231,1624,1464,160,26,12,14,708,408,300,432,332,100,30,30,0,450,354,96,0,0,0,942,786,156,132,130,2,210,198,12,0,0,0,14,12,2,24,24,0,124,106,18,174,86,88,296,182,114,970,678,292
B0104,`33,`626,District - Ramanathapuram,Rural,70-79,8941,6382,2559,4787,3498,1289,2502,1600,902,518,458,60,26,20,6,186,86,100,104,76,28,0,0,0,82,76,6,0,0,0,240,200,40,36,36,0,64,54,10,0,0,0,0,0,0,0,0,0,32,30,2,14,12,2,62,26,36,288,210,78
B0104,`33,`626,District - Ramanathapuram,Rural,80+,1711,1179,532,944,662,282,435,277,158,106,98,8,0,0,0,40,6,34,12,8,4,0,0,0,20,18,2,0,0,0,30,20,10,12,12,0,10,6,4,0,0,0,0,0,0,0,0,0,6,6,0,2,0,2,8,6,2,86,60,26
B0104,`33,`626,District - Ramanathapuram,Rural,Age not stated,408,297,111,127,98,29,67,39,28,36,22,14,0,0,0,14,6,8,8,6,2,0,0,0,26,26,0,0,0,0,26,24,2,22,14,8,6,6,0,0,0,0,0,0,0,0,0,0,14,14,0,8,0,8,18,6,12,36,36,0
B0104,`33,`626,District - Ramanathapuram,Urban,Total,124611,102640,21971,4204,3324,880,5253,3770,1483,14300,13150,1150,76,44,32,7328,4284,3044,10084,8306,1778,632,592,40,9824,8646,1178,26,18,8,26668,24938,1730,7134,6958,176,5738,5280,458,8,2,6,1306,1198,108,2456,2236,220,5944,5054,890,8384,3558,4826,1130,504,626,14116,10778,3338
B0104,`33,`626,District - Ramanathapuram,Urban,`5-9,222,104,118,5,4,1,7,2,5,0,0,0,0,0,0,6,0,6,6,0,6,6,6,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,176,78,98
B0104,`33,`626,District - Ramanathapuram,Urban,`10-14,517,355,162,12,6,6,19,13,6,78,78,0,2,0,2,22,12,10,26,18,8,0,0,0,14,14,0,0,0,0,84,70,14,18,18,0,24,24,0,0,0,0,0,0,0,0,0,0,20,14,6,0,0,0,8,6,2,190,82,108
B0104,`33,`626,District - Ramanathapuram,Urban,15-19,3709,2857,852,64,43,21,175,124,51,568,548,20,12,0,12,274,122,152,374,274,100,6,6,0,334,308,26,0,0,0,694,596,98,208,202,6,104,104,0,6,0,6,36,18,18,18,12,6,22,18,4,28,0,28,44,32,12,742,450,292
B0104,`33,`626,District - Ramanathapuram,Urban,20-24,9797,8011,1786,188,144,44,367,279,88,1208,1140,68,2,0,2,548,248,300,766,608,158,12,12,0,814,774,40,0,0,0,2156,2000,156,594,568,26,460,438,22,0,0,0,226,202,24,204,184,20,184,148,36,612,206,406,84,32,52,1372,1028,344
B0104,`33,`626,District - Ramanathapuram,Urban,25-29,15797,13316,2481,378,280,98,589,432,157,1808,1678,130,0,0,0,658,366,292,1274,1068,206,44,44,0,1364,1278,86,12,12,0,3466,3314,152,924,908,16,698,666,32,2,2,0,324,302,22,272,248,24,440,352,88,1216,494,722,142,52,90,2186,1820,366
B0104,`33,`626,District - Ramanathapuram,Urban,30-34,17448,14402,3046,514,404,110,648,452,196,1908,1758,150,14,14,0,886,440,446,1192,966,226,82,80,2,1540,1398,142,2,0,2,3870,3686,184,1272,1244,28,740,726,14,0,0,0,234,218,16,296,276,20,860,646,214,1308,520,788,138,56,82,1944,1518,426
B0104,`33,`626,District - Ramanathapuram,Urban,35-39,18670,15285,3385,626,513,113,774,552,222,2026,1858,168,18,6,12,948,508,440,1684,1300,384,144,134,10,1478,1264,214,6,6,0,4014,3778,236,1246,1220,26,884,818,66,0,0,0,150,132,18,446,374,72,922,794,128,1568,648,920,118,48,70,1618,1332,286
B0104,`33,`626,District - Ramanathapuram,Urban,40-49,30732,25214,5518,1079,855,224,1285,927,358,3608,3280,328,4,0,4,1880,1204,676,2468,2064,404,218,198,20,2504,2100,404,6,0,6,6416,5972,444,1852,1796,56,1424,1276,148,0,0,0,206,198,8,610,538,72,1956,1690,266,2252,1004,1248,290,116,174,2674,1996,678
B0104,`33,`626,District - Ramanathapuram,Urban,50-59,17506,14590,2916,726,560,166,794,574,220,1916,1768,148,18,18,0,1172,756,416,1510,1320,190,102,94,8,1038,882,156,0,0,0,3658,3396,262,806,790,16,898,794,104,0,0,0,94,92,2,454,448,6,1286,1152,134,1194,544,650,154,76,78,1686,1326,360
B0104,`33,`626,District - Ramanathapuram,Urban,60-69,7607,6322,1285,439,364,75,466,320,146,928,820,108,0,0,0,652,434,218,630,554,76,18,18,0,506,436,70,0,0,0,1838,1688,150,116,114,2,402,350,52,0,0,0,30,30,0,110,110,0,172,160,12,130,88,42,90,52,38,1080,784,296
B0104,`33,`626,District - Ramanathapuram,Urban,70-79,1991,1675,316,149,129,20,108,78,30,228,202,26,6,6,0,202,136,66,142,122,20,0,0,0,152,122,30,0,0,0,364,346,18,74,74,0,86,72,14,0,0,0,0,0,0,38,38,0,56,56,0,70,54,16,30,14,16,286,226,60
B0104,`33,`626,District - Ramanathapuram,Urban,80+,433,343,90,22,20,2,21,17,4,24,20,4,0,0,0,52,38,14,6,6,0,0,0,0,50,42,8,0,0,0,104,90,14,24,24,0,12,6,6,0,0,0,0,0,0,6,6,0,26,24,2,6,0,6,24,12,12,56,38,18
B0104,`33,`626,District - Ramanathapuram,Urban,Age not stated,182,166,16,2,2,0,0,0,0,0,0,0,0,0,0,28,20,8,6,6,0,0,0,0,22,22,0,0,0,0,4,2,2,0,0,0,6,6,0,0,0,0,6,6,0,2,2,0,0,0,0,0,0,0,0,0,0,106,100,6
B0104,`33,`627,District - Thoothukkudi,Total,Total,657193,459465,197728,44633,31404,13229,161418,85704,75714,38255,33080,5175,14553,8934,5619,14232,5652,8580,74437,44047,30390,5953,5286,667,54963,48371,6592,83,83,0,75029,66398,8631,41812,40542,1270,15539,13856,1683,53,39,14,5536,4488,1048,10568,8948,1620,17149,14174,2975,30497,8852,21645,3860,1835,2025,48623,37772,10851
B0104,`33,`627,District - Thoothukkudi,Total,`5-9,536,268,268,95,52,43,144,74,70,2,2,0,0,0,0,0,0,0,2,0,2,8,6,2,26,11,15,0,0,0,17,12,5,6,3,3,0,0,0,0,0,0,0,0,0,9,3,6,3,3,0,3,3,0,6,3,3,215,96,119
B0104,`33,`627,District - Thoothukkudi,Total,`10-14,2590,1646,944,159,95,64,521,287,234,227,207,20,56,38,18,32,3,29,392,131,261,13,4,9,175,155,20,0,0,0,569,468,101,27,27,0,17,17,0,0,0,0,12,9,3,2,2,0,26,20,6,13,6,7,31,9,22,318,168,150
B0104,`33,`627,District - Thoothukkudi,Total,15-19,25202,15943,9259,741,475,266,5045,3106,1939,1519,1366,153,669,343,326,603,156,447,5606,1705,3901,68,48,20,2192,2088,104,0,0,0,4822,3854,968,851,828,23,461,421,40,0,0,0,77,39,38,92,66,26,139,96,43,268,25,243,115,50,65,1934,1277,657
B0104,`33,`627,District - Thoothukkudi,Total,20-24,60690,42700,17990,2021,1400,621,12171,7228,4943,2861,2587,274,1007,626,381,1209,335,874,8963,4530,4433,363,320,43,5710,5426,284,6,6,0,9218,7862,1356,4754,4559,195,947,880,67,5,2,3,1090,681,409,775,481,294,1090,821,269,2560,490,2070,308,114,194,5632,4352,1280
B0104,`33,`627,District - Thoothukkudi,Total,25-29,83727,62765,20962,3517,2452,1065,17318,10026,7292,4127,3766,361,1528,1065,463,1640,574,1066,10021,6515,3506,526,469,57,8561,8018,543,3,3,0,10467,9602,865,7664,7438,226,1529,1430,99,17,6,11,1622,1299,323,1611,1220,391,1861,1489,372,4012,1135,2877,433,192,241,7270,6066,1204
B0104,`33,`627,District - Thoothukkudi,Total,30-34,82212,60329,21883,4060,2863,1197,17767,9644,8123,4761,4180,581,1723,1017,706,1932,758,1174,10018,6264,3754,787,746,41,8044,7307,737,9,9,0,9838,8953,885,7300,7155,145,1685,1546,139,3,3,0,799,726,73,1347,1144,203,1919,1512,407,3560,1165,2395,389,181,208,6271,5156,1115
B0104,`33,`627,District - Thoothukkudi,Total,35-39,85128,58222,26906,4681,3177,1504,19617,9633,9984,4826,4203,623,2215,1175,1040,2069,740,1329,10314,5959,4355,1013,903,110,8158,7066,1092,32,32,0,9308,8217,1091,6414,6237,177,1956,1798,158,5,5,0,514,443,71,1334,1170,164,2146,1723,423,4459,1125,3334,509,235,274,5558,4381,1177
B0104,`33,`627,District - Thoothukkudi,Total,40-49,150885,103086,47799,10267,6878,3389,37286,18839,18447,9259,7927,1332,3927,2296,1631,3168,1361,1807,15906,9942,5964,2006,1784,222,12618,10653,1965,9,9,0,15185,13494,1691,8791,8529,262,4353,3803,550,11,11,0,783,701,82,2740,2404,336,4870,4012,858,9335,2741,6594,870,399,471,9501,7303,2198
B0104,`33,`627,District - Thoothukkudi,Total,50-59,96815,67012,29803,9032,6341,2691,26032,13307,12725,6152,5141,1011,2085,1384,701,1932,875,1057,8495,5868,2627,1012,868,144,6082,4967,1115,12,12,0,9270,8292,978,4817,4654,163,2844,2475,369,6,6,0,545,498,47,2054,1877,177,4026,3503,523,5467,1699,3768,514,273,241,6438,4972,1466
B0104,`33,`627,District - Thoothukkudi,Total,60-69,50885,34259,16626,6984,5139,1845,18561,9513,9048,3430,2784,646,979,692,287,1130,524,606,3616,2396,1220,114,99,15,2750,2163,587,12,12,0,4760,4229,531,929,859,70,1395,1187,208,0,0,0,65,65,0,494,471,23,809,741,68,606,336,270,467,253,214,3784,2796,988
B0104,`33,`627,District - Thoothukkudi,Total,70-79,15403,11057,4346,2575,2118,457,5952,3453,2499,855,729,126,319,271,48,437,287,150,901,613,288,28,24,4,558,461,97,0,0,0,1300,1164,136,181,175,6,308,263,45,6,6,0,20,18,2,93,93,0,225,219,6,169,118,51,165,94,71,1311,951,360
B0104,`33,`627,District - Thoothukkudi,Total,80+,2610,1872,738,457,388,69,877,538,339,212,176,36,34,24,10,69,33,36,157,98,59,0,0,0,54,33,21,0,0,0,241,223,18,42,42,0,41,33,8,0,0,0,9,9,0,11,11,0,26,26,0,34,9,25,44,29,15,302,200,102
B0104,`33,`627,District - Thoothukkudi,Total,Age not stated,510,306,204,44,26,18,127,56,71,24,12,12,11,3,8,11,6,5,46,26,20,15,15,0,35,23,12,0,0,0,34,28,6,36,36,0,3,3,0,0,0,0,0,0,0,6,6,0,9,9,0,11,0,11,9,3,6,89,54,35
B0104,`33,`627,District - Thoothukkudi,Rural,Total,352268,224449,127819,40630,28082,12548,145494,75905,69589,22496,18690,3806,6238,3674,2564,8252,2844,5408,25010,13404,11606,1314,1206,108,19796,16290,3506,50,50,0,27094,23668,3426,14396,14114,282,5410,4766,644,28,22,6,1312,1052,260,2062,1670,392,5374,4352,1022,10660,2622,8038,2048,1008,1040,14604,11030,3574
B0104,`33,`627,District - Thoothukkudi,Rural,`5-9,366,172,194,89,47,42,135,71,64,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,12,0,12,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,112,42,70
B0104,`33,`627,District - Thoothukkudi,Rural,`10-14,1615,1017,598,145,89,56,474,256,218,138,130,8,32,24,8,26,0,26,204,50,154,0,0,0,60,54,6,0,0,0,368,318,50,6,6,0,12,12,0,0,0,0,6,6,0,0,0,0,10,4,6,2,0,2,14,0,14,118,68,50
B0104,`33,`627,District - Thoothukkudi,Rural,15-19,15219,9436,5783,707,453,254,4600,2815,1785,906,786,120,390,186,204,490,96,394,2742,778,1964,16,10,6,890,848,42,0,0,0,2670,2220,450,416,410,6,264,232,32,0,0,0,32,14,18,26,14,12,44,36,8,112,2,110,54,20,34,860,516,344
B0104,`33,`627,District - Thoothukkudi,Rural,20-24,34215,23356,10859,1878,1284,594,11071,6500,4571,1806,1576,230,512,324,188,876,196,680,3868,1750,2118,116,104,12,2394,2250,144,6,6,0,4618,4042,576,2238,2178,60,510,472,38,2,2,0,276,164,112,196,116,80,532,398,134,948,184,764,192,72,120,2176,1738,438
B0104,`33,`627,District - Thoothukkudi,Rural,25-29,44313,31244,13069,3215,2209,1006,15778,8997,6781,2406,2144,262,750,546,204,1032,296,736,3808,2398,1410,154,146,8,3246,2952,294,0,0,0,4480,4158,322,3178,3122,56,660,608,52,6,0,6,398,318,80,356,254,102,798,648,150,1482,442,1040,264,120,144,2302,1886,416
B0104,`33,`627,District - Thoothukkudi,Rural,30-34,41690,27869,13821,3740,2597,1143,16070,8562,7508,2736,2286,450,872,522,350,1046,354,692,3182,1786,1396,274,270,4,2818,2416,402,6,6,0,3396,3082,314,2650,2626,24,544,484,60,0,0,0,176,158,18,308,250,58,700,542,158,1090,292,798,182,92,90,1900,1544,356
B0104,`33,`627,District - Thoothukkudi,Rural,35-39,42603,25821,16782,4256,2826,1430,17655,8483,9172,2858,2376,482,938,444,494,1172,354,818,3102,1626,1476,202,184,18,2800,2222,578,20,20,0,2810,2396,414,2014,1980,34,620,546,74,0,0,0,102,94,8,256,222,34,604,460,144,1420,298,1122,242,120,122,1532,1170,362
B0104,`33,`627,District - Thoothukkudi,Rural,40-49,76298,46239,30059,9322,6111,3211,33394,16532,16862,5170,4218,952,1528,862,666,1620,636,984,4546,2648,1898,312,284,28,4280,3262,1018,0,0,0,4240,3598,642,2516,2454,62,1300,1112,188,8,8,0,186,168,18,506,454,52,1410,1146,264,3148,800,2348,440,224,216,2372,1722,650
B0104,`33,`627,District - Thoothukkudi,Rural,50-59,51015,31077,19938,8183,5636,2547,23208,11647,11561,3616,2928,688,686,396,290,994,428,566,2168,1438,730,168,146,22,1934,1368,566,12,12,0,2552,2172,380,1064,1042,22,900,760,140,6,6,0,112,106,6,298,264,34,966,842,124,2188,482,1706,262,128,134,1698,1276,422
B0104,`33,`627,District - Thoothukkudi,Rural,60-69,32531,19816,12715,6346,4592,1754,16725,8384,8341,2196,1704,492,384,250,134,696,296,400,1054,704,350,38,32,6,1104,732,372,6,6,0,1418,1188,230,212,196,16,502,454,48,0,0,0,18,18,0,98,84,14,254,224,30,172,62,110,264,160,104,1044,730,314
B0104,`33,`627,District - Thoothukkudi,Rural,70-79,10360,7042,3318,2305,1878,427,5467,3130,2337,504,426,78,126,114,12,258,164,94,276,192,84,16,12,4,226,172,54,0,0,0,410,372,38,64,62,2,86,74,12,6,6,0,0,0,0,12,12,0,50,46,4,82,60,22,114,64,50,358,258,100
B0104,`33,`627,District - Thoothukkudi,Rural,80+,1717,1182,535,402,336,66,799,478,321,136,104,32,12,6,6,36,18,18,40,22,18,0,0,0,24,12,12,0,0,0,106,102,4,24,24,0,12,12,0,0,0,0,6,6,0,0,0,0,0,0,0,16,0,16,14,8,6,90,54,36
B0104,`33,`627,District - Thoothukkudi,Rural,Age not stated,326,178,148,42,24,18,118,50,68,24,12,12,8,0,8,6,6,0,20,12,8,12,12,0,8,2,6,0,0,0,20,14,6,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,0,6,42,26,16
B0104,`33,`627,District - Thoothukkudi,Urban,Total,304925,235016,69909,4003,3322,681,15924,9799,6125,15759,14390,1369,8315,5260,3055,5980,2808,3172,49427,30643,18784,4639,4080,559,35167,32081,3086,33,33,0,47935,42730,5205,27416,26428,988,10129,9090,1039,25,17,8,4224,3436,788,8506,7278,1228,11775,9822,1953,19837,6230,13607,1812,827,985,34019,26742,7277
B0104,`33,`627,District - Thoothukkudi,Urban,`5-9,170,96,74,6,5,1,9,3,6,2,2,0,0,0,0,0,0,0,2,0,2,2,0,2,14,11,3,0,0,0,11,6,5,6,3,3,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,6,3,3,103,54,49
B0104,`33,`627,District - Thoothukkudi,Urban,`10-14,975,629,346,14,6,8,47,31,16,89,77,12,24,14,10,6,3,3,188,81,107,13,4,9,115,101,14,0,0,0,201,150,51,21,21,0,5,5,0,0,0,0,6,3,3,2,2,0,16,16,0,11,6,5,17,9,8,200,100,100
B0104,`33,`627,District - Thoothukkudi,Urban,15-19,9983,6507,3476,34,22,12,445,291,154,613,580,33,279,157,122,113,60,53,2864,927,1937,52,38,14,1302,1240,62,0,0,0,2152,1634,518,435,418,17,197,189,8,0,0,0,45,25,20,66,52,14,95,60,35,156,23,133,61,30,31,1074,761,313
B0104,`33,`627,District - Thoothukkudi,Urban,20-24,26475,19344,7131,143,116,27,1100,728,372,1055,1011,44,495,302,193,333,139,194,5095,2780,2315,247,216,31,3316,3176,140,0,0,0,4600,3820,780,2516,2381,135,437,408,29,3,0,3,814,517,297,579,365,214,558,423,135,1612,306,1306,116,42,74,3456,2614,842
B0104,`33,`627,District - Thoothukkudi,Urban,25-29,39414,31521,7893,302,243,59,1540,1029,511,1721,1622,99,778,519,259,608,278,330,6213,4117,2096,372,323,49,5315,5066,249,3,3,0,5987,5444,543,4486,4316,170,869,822,47,11,6,5,1224,981,243,1255,966,289,1063,841,222,2530,693,1837,169,72,97,4968,4180,788
B0104,`33,`627,District - Thoothukkudi,Urban,30-34,40522,32460,8062,320,266,54,1697,1082,615,2025,1894,131,851,495,356,886,404,482,6836,4478,2358,513,476,37,5226,4891,335,3,3,0,6442,5871,571,4650,4529,121,1141,1062,79,3,3,0,623,568,55,1039,894,145,1219,970,249,2470,873,1597,207,89,118,4371,3612,759
B0104,`33,`627,District - Thoothukkudi,Urban,35-39,42525,32401,10124,425,351,74,1962,1150,812,1968,1827,141,1277,731,546,897,386,511,7212,4333,2879,811,719,92,5358,4844,514,12,12,0,6498,5821,677,4400,4257,143,1336,1252,84,5,5,0,412,349,63,1078,948,130,1542,1263,279,3039,827,2212,267,115,152,4026,3211,815
B0104,`33,`627,District - Thoothukkudi,Urban,40-49,74587,56847,17740,945,767,178,3892,2307,1585,4089,3709,380,2399,1434,965,1548,725,823,11360,7294,4066,1694,1500,194,8338,7391,947,9,9,0,10945,9896,1049,6275,6075,200,3053,2691,362,3,3,0,597,533,64,2234,1950,284,3460,2866,594,6187,1941,4246,430,175,255,7129,5581,1548
B0104,`33,`627,District - Thoothukkudi,Urban,50-59,45800,35935,9865,849,705,144,2824,1660,1164,2536,2213,323,1399,988,411,938,447,491,6327,4430,1897,844,722,122,4148,3599,549,0,0,0,6718,6120,598,3753,3612,141,1944,1715,229,0,0,0,433,392,41,1756,1613,143,3060,2661,399,3279,1217,2062,252,145,107,4740,3696,1044
B0104,`33,`627,District - Thoothukkudi,Urban,60-69,18354,14443,3911,638,547,91,1836,1129,707,1234,1080,154,595,442,153,434,228,206,2562,1692,870,76,67,9,1646,1431,215,6,6,0,3342,3041,301,717,663,54,893,733,160,0,0,0,47,47,0,396,387,9,555,517,38,434,274,160,203,93,110,2740,2066,674
B0104,`33,`627,District - Thoothukkudi,Urban,70-79,5043,4015,1028,270,240,30,485,323,162,351,303,48,193,157,36,179,123,56,625,421,204,12,12,0,332,289,43,0,0,0,890,792,98,117,113,4,222,189,33,0,0,0,20,18,2,81,81,0,175,173,2,87,58,29,51,30,21,953,693,260
B0104,`33,`627,District - Thoothukkudi,Urban,80+,893,690,203,55,52,3,78,60,18,76,72,4,22,18,4,33,15,18,117,76,41,0,0,0,30,21,9,0,0,0,135,121,14,18,18,0,29,21,8,0,0,0,3,3,0,11,11,0,26,26,0,18,9,9,30,21,9,212,146,66
B0104,`33,`627,District - Thoothukkudi,Urban,Age not stated,184,128,56,2,2,0,9,6,3,0,0,0,3,3,0,5,0,5,26,14,12,3,3,0,27,21,6,0,0,0,14,14,0,22,22,0,3,3,0,0,0,0,0,0,0,6,6,0,3,3,0,11,0,11,3,3,0,47,28,19
B0104,`33,`628,District - Tirunelveli,Total,Total,1272284,792122,480162,107943,82180,25763,321083,193899,127184,31878,25940,5938,3849,3468,381,203458,20408,183050,123707,73408,50299,7987,7357,630,90188,80694,9494,164,156,8,112610,103273,9337,50454,49262,1192,29659,27518,2141,130,122,8,9773,8286,1487,16145,14087,2058,27846,23042,4804,51838,18164,33674,11563,4888,6675,72009,55970,16039
B0104,`33,`628,District - Tirunelveli,Total,`5-9,990,573,417,226,117,109,194,109,85,18,16,2,0,0,0,32,15,17,12,5,7,4,4,0,21,21,0,0,0,0,19,17,2,6,3,3,6,6,0,0,0,0,0,0,0,3,3,0,5,3,2,18,12,6,41,30,11,385,212,173
B0104,`33,`628,District - Tirunelveli,Total,`10-14,4303,2415,1888,440,260,180,935,603,332,90,79,11,14,11,3,651,76,575,561,228,333,24,14,10,297,273,24,3,3,0,442,368,74,52,50,2,42,39,3,0,0,0,6,3,3,6,6,0,20,14,6,28,9,19,122,70,52,570,309,261
B0104,`33,`628,District - Tirunelveli,Total,15-19,44924,25998,18926,2011,1433,578,10265,7140,3125,708,637,71,122,99,23,8079,549,7530,7181,2822,4359,125,110,15,4851,4651,200,12,12,0,5090,4204,886,1096,1069,27,780,758,22,5,5,0,147,106,41,140,93,47,165,89,76,668,67,601,500,186,314,2979,1968,1011
B0104,`33,`628,District - Tirunelveli,Total,20-24,117319,71699,45620,5248,3939,1309,24302,16276,8026,1751,1547,204,284,276,8,21531,1480,20051,14372,7832,6540,845,790,55,11141,10697,444,24,24,0,11372,10016,1356,5711,5526,185,2177,2067,110,12,12,0,1815,1265,550,1073,750,323,1518,1076,442,4564,940,3624,1020,375,645,8559,6811,1748
B0104,`33,`628,District - Tirunelveli,Total,25-29,169579,107418,62161,8745,6724,2021,36095,23760,12335,2819,2487,332,471,446,25,31832,2372,29460,18754,11237,7517,1092,1018,74,14706,14001,705,22,22,0,15294,14372,922,9157,8995,162,3292,3163,129,12,12,0,2699,2252,447,2340,1852,488,2899,2230,669,6438,2372,4066,1435,515,920,11477,9588,1889
B0104,`33,`628,District - Tirunelveli,Total,30-34,165660,103570,62090,10169,8084,2085,36073,23247,12826,3419,2950,469,516,465,51,31825,2588,29237,18240,10526,7714,1058,972,86,12821,11865,956,15,10,5,15076,14182,894,8930,8781,149,3672,3504,168,27,27,0,1573,1419,154,2249,1965,284,3225,2565,660,6630,2521,4109,1273,528,745,8869,7371,1498
B0104,`33,`628,District - Tirunelveli,Total,35-39,167896,101210,66686,11348,8617,2731,39689,23975,15714,3921,3222,699,589,524,65,31031,2418,28613,17632,9982,7650,1203,1119,84,12041,10691,1350,23,23,0,15365,14270,1095,7760,7588,172,4025,3749,276,24,21,3,927,839,88,2340,2089,251,3466,2808,658,7298,2337,4961,1385,619,766,7829,6319,1510
B0104,`33,`628,District - Tirunelveli,Total,40-49,290155,178786,111369,24945,18565,6380,73756,43226,30530,7829,6181,1648,967,856,111,45784,4803,40981,26836,16814,10022,2103,1926,177,18807,16207,2600,30,30,0,25241,23369,1872,11041,10737,304,8113,7443,670,35,30,5,1354,1234,120,4163,3727,436,8217,6917,1300,15533,5591,9942,2403,1050,1353,12998,10080,2918
B0104,`33,`628,District - Tirunelveli,Total,50-59,188927,120575,68352,23112,17173,5939,54061,30051,24010,6426,5004,1422,556,494,62,22030,3526,18504,13503,9271,4232,1098,990,108,10028,8178,1850,29,26,3,15315,14111,1204,5731,5576,155,5003,4547,456,12,12,0,1009,934,75,3128,2932,196,7007,6158,849,9243,3508,5735,1781,765,1016,9855,7319,2536
B0104,`33,`628,District - Tirunelveli,Total,60-69,90562,58015,32547,15291,11914,3377,34028,18536,15492,3479,2666,813,280,249,31,8154,1819,6335,5099,3589,1510,290,275,15,4286,3238,1048,3,3,0,7112,6355,757,725,701,24,2051,1807,244,3,3,0,192,187,5,552,527,25,986,883,103,1012,567,445,1090,516,574,5929,4180,1749
B0104,`33,`628,District - Tirunelveli,Total,70-79,26702,18306,8396,5373,4505,868,9957,5968,3989,1195,967,228,44,42,2,2083,633,1450,1265,937,328,122,118,4,980,712,268,3,3,0,1956,1716,240,148,144,4,440,391,49,0,0,0,30,26,4,129,125,4,257,233,24,309,194,115,386,175,211,2025,1417,608
